t,controller_id,state_code,wp_idx,x,y,dist,yaw_deg,yaw_to_wp_deg,yaw_ref_deg,yaw_err_deg,yaw_rate_deg_s,speed_ref,speed_meas,roll_deg,roll_rate_deg_s,roll_rms_window_deg,roll_rms_total_deg,pitch_deg,pitch_rate_deg_s,pitch_rms_window_deg,pitch_rms_total_deg,base_cmd,diff_cmd,T_left,T_right,J_inst,J_goal,J_wave_roll,J_progress,J_smooth,J_mpc_distance,J_mpc_final,J_mpc_heading,J_mpc_wrong_way,J_mpc_pitch,J_mpc_control,J_mpc_slew,J_mpc_turn,J_total,J_roll,J_pitch,J_roll_rate,J_pitch_rate,J_goal_heading,J_no_progress,J_control,I_roll,I_pitch,I_roll_rate,I_pitch_rate,I_control,I_no_progress,I_goal_heading
0.200,2,1,1,-531.991,189.995,49.991,55.867053,0.005928,0.005928,-55.861125,0.143239,nan,0.000000,1.522766,4.999057,1.166195,0.000000,1.761032,4.053676,1.367112,0.000000,2.500000,-9.500000,12.000000,-7.000000,1040.32648285,0.000000,0.00000000,60.53852979,0.000000,420.30186049,388.08411932,168.79054681,0.00000902,2.39693971,0.14196634,0.02613722,0.04637414,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.514,2,1,1,-531.991,189.995,49.991,55.867053,0.005928,0.005928,-55.861125,0.143239,nan,0.000000,1.522766,4.999057,1.166195,1.522766,1.761032,4.053676,1.367112,1.761032,2.500000,-21.500000,24.000000,-19.000000,994.03430664,0.000000,0.00000000,48.79399099,0.000000,419.82760618,387.47688414,135.31994447,0.00000209,2.40179326,0.14240651,0.02522285,0.04645615,0.52528341,0.00265876,0.00059265,0.00596964,0.00078505,0.23852890,0.27527885,0.00146956,0.00022156,0.00029632,0.00238785,0.00157011,0.02939115,0.13763943,0.29816113
0.600,2,1,1,-531.974,189.980,49.974,55.595468,0.022954,0.022954,-55.572514,-1.317803,nan,0.014037,2.901900,2.707226,2.020452,1.906832,3.248002,2.635606,2.303323,2.170019,0.750000,-20.750000,21.500000,-20.000000,960.11370777,0.000000,0.03453163,17.65792614,0.000000,419.84561245,387.53680090,131.66877697,0.00000015,3.15908387,0.14140549,0.02385821,0.04571195,0.66948431,0.00531669,0.00114760,0.00645157,0.00087641,0.30351299,0.35033723,0.00184182,0.00044306,0.00057380,0.00258063,0.00175282,0.03683633,0.17516862,0.37939124
0.700,2,1,1,-531.974,189.978,49.974,55.488090,0.025763,0.025763,-55.462327,-0.701873,nan,0.021587,3.141471,3.323155,2.261053,2.209752,3.470392,3.051000,2.553623,2.485240,0.750000,-20.750000,21.500000,-20.000000,960.86323384,0.000000,0.05737107,17.51638096,0.000000,419.81919322,387.48822441,132.49582636,0.00000015,3.27509384,0.14155765,0.02395370,0.04563248,0.83689193,0.00892588,0.00188170,0.00729297,0.00101825,0.37851086,0.43698912,0.00227315,0.00074382,0.00094085,0.00291719,0.00203651,0.04546296,0.21849456,0.47313857
0.800,2,1,1,-531.974,189.973,49.974,55.348230,0.031086,0.031086,-55.317145,-1.776169,nan,0.035842,3.358177,2.535338,2.696780,2.438896,3.695489,2.649930,3.016217,2.724430,0.375000,-20.375000,20.750000,-20.000000,959.10559262,0.000000,0.08163187,17.86428585,0.000000,419.96562285,387.72138032,129.87568662,0.00000003,3.38694950,0.14106284,0.02377039,0.04520235,1.00354716,0.01304638,0.00271333,0.00778227,0.00112516,0.45304770,0.52314408,0.00268824,0.00108720,0.00135667,0.00311291,0.00225032,0.05376489,0.26157204,0.56630962
1.007,2,1,1,-531.974,189.973,49.974,55.348230,0.031086,0.031086,-55.317145,-1.776169,nan,0.035842,3.358177,2.535338,2.696780,2.704240,3.695489,2.649930,3.016217,3.003160,0.375000,-20.375000,20.750000,-20.000000,959.10559037,0.000000,0.08163187,17.86428585,0.000000,419.96562285,387.72138032,129.87568662,0.00000003,3.38694950,0.14106284,0.02376814,0.04520235,1.34792505,0.02156102,0.00443184,0.00879336,0.00134607,0.60707130,0.70117546,0.00354600,0.00179675,0.00221592,0.00351734,0.00269214,0.07092007,0.35058773,0.75883912
1.100,2,1,1,-531.986,189.959,49.986,54.835088,0.046618,0.046618,-54.788470,-1.045648,nan,0.056406,3.640812,0.501338,3.269360,2.816285,4.128575,0.931056,3.652023,3.139169,6.875000,-25.875000,32.750000,-19.000000,998.96426711,0.000000,0.11313412,69.96768089,0.000000,419.22389202,387.04543199,118.71542356,0.00000396,3.69375041,0.14123501,0.01917046,0.04454471,1.50204027,0.02610152,0.00540494,0.00881129,0.00135844,0.67561930,0.78052710,0.00421768,0.00217513,0.00270247,0.00352452,0.00271689,0.08435355,0.39026355,0.84452412
1.200,2,1,1,-531.995,189.954,49.995,54.622792,0.052921,0.052921,-54.569871,-2.907761,nan,0.082646,3.619703,0.100268,3.446011,2.906456,4.132573,-0.415394,3.863611,3.251967,15.875000,-28.875000,44.750000,-13.000000,996.89739238,0.000000,0.10297356,79.46108071,0.000000,418.25688034,386.24917337,108.82694379,0.00000493,3.79982967,0.14158626,0.01442037,0.04449937,1.66526611,0.03088156,0.00644336,0.00881206,0.00136107,0.74804614,0.86442060,0.00530133,0.00257346,0.00322168,0.00352482,0.00272213,0.10602666,0.43221030,0.93505767
1.300,2,1,1,-532.006,189.948,50.006,54.387255,0.059621,0.059621,-54.327634,-1.475366,nan,0.108167,3.540989,-0.759169,3.552588,2.969745,4.056592,-1.188887,4.009128,3.333147,18.875000,-37.875000,56.750000,-19.000000,1001.71579223,0.000000,0.08505498,95.21098845,0.000000,418.51028159,387.06239550,96.84947755,0.00000000,3.79475424,0.14408826,0.01290535,0.04584630,1.82800998,0.03546509,0.00744595,0.00885595,0.00138259,0.81997466,0.94779355,0.00709218,0.00295542,0.00372298,0.00354238,0.00276519,0.14184351,0.47389678,1.02496833
1.400,2,1,1,-532.019,189.942,50.019,54.123494,0.065992,0.065992,-54.057502,-2.807493,nan,0.129794,3.405368,-1.461042,3.579963,3.008446,3.912814,-1.661578,4.071148,3.385230,27.875000,-40.875000,68.750000,-13.000000,998.51100386,0.000000,0.08246695,100.77564843,0.000000,417.62012990,386.39167056,89.51509747,0.00000000,3.91942265,0.14742226,0.01246128,0.04668436,1.98960988,0.03970298,0.00837845,0.00901847,0.00142463,0.89116864,1.03037738,0.00953932,0.00330858,0.00418923,0.00360739,0.00284927,0.19078636,0.51518869,1.11396080
