t,controller_id,state_code,wp_idx,x,y,dist,yaw_deg,yaw_to_wp_deg,yaw_ref_deg,yaw_err_deg,yaw_rate_deg_s,speed_ref,speed_meas,roll_deg,roll_rate_deg_s,roll_rms_window_deg,roll_rms_total_deg,pitch_deg,pitch_rate_deg_s,pitch_rms_window_deg,pitch_rms_total_deg,base_cmd,diff_cmd,T_left,T_right,J_inst,J_goal,J_wave_roll,J_progress,J_smooth,J_mpc_distance,J_mpc_final,J_mpc_heading,J_mpc_wrong_way,J_mpc_pitch,J_mpc_control,J_mpc_slew,J_mpc_turn,J_total,J_roll,J_pitch,J_roll_rate,J_pitch_rate,J_goal_heading,J_no_progress,J_control,I_roll,I_pitch,I_roll_rate,I_pitch_rate,I_control,I_no_progress,I_goal_heading
0.200,2,1,1,-532.002,189.996,50.002,57.077163,0.005086,0.005086,-57.072077,-0.444042,nan,0.000000,-0.332256,-0.716197,0.333492,0.000000,0.255526,-1.876437,0.413080,0.000000,2.500000,-9.500000,12.000000,-7.000000,1049.16727404,0.000000,0.00000000,62.80989817,0.000000,420.56811892,388.37230743,175.51187558,0.00001485,1.68882726,0.14217668,0.02601415,0.04804101,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.518,2,1,1,-532.002,189.996,50.002,57.077163,0.005086,0.005086,-57.072077,-0.444042,nan,0.000000,-0.332256,-0.716197,0.333492,0.332256,0.255526,-1.876437,0.413080,0.255526,2.500000,-21.500000,24.000000,-19.000000,1001.06631036,0.000000,0.00000000,50.64313460,0.000000,420.05375520,387.71105835,140.74819403,0.00000362,1.69313974,0.14287496,0.02574928,0.04840058,0.54450886,0.00012830,0.00001265,0.00012419,0.00017050,0.25236410,0.29021961,0.00148952,0.00001069,0.00000632,0.00004968,0.00034100,0.02979031,0.14510980,0.31545512
0.600,2,1,1,-532.004,189.991,50.004,56.925292,0.010404,0.010404,-56.914888,-0.558634,nan,0.001625,-0.238870,-0.386747,0.307153,0.315354,0.378510,1.948057,0.361904,0.285124,8.000000,-28.000000,36.000000,-20.000000,981.13347043,0.000000,0.00000000,46.73819930,0.000000,418.91433945,386.24653013,127.32247277,0.00002400,1.70236978,0.14255538,0.01876306,0.04821656,0.68465271,0.00014542,0.00001981,0.00013354,0.00021795,0.31716963,0.36478068,0.00218568,0.00001212,0.00000991,0.00005342,0.00043590,0.04371359,0.18239034,0.39646203
0.700,2,1,1,-532.003,189.992,50.003,56.835536,0.009500,0.009500,-56.826035,-1.031324,nan,0.006038,-0.204383,0.157563,0.289087,0.296501,0.453144,1.160240,0.373865,0.325738,14.000000,-34.000000,48.000000,-20.000000,961.43819715,0.000000,0.00000000,41.76740815,0.000000,417.55591669,384.50267661,115.62971416,0.00004824,1.77548917,0.14347259,0.01463715,0.04883438,0.85532880,0.00016069,0.00003232,0.00013543,0.00023846,0.39587102,0.45535306,0.00353781,0.00001339,0.00001616,0.00005417,0.00047691,0.07075627,0.22767653,0.49483878
0.800,2,1,1,-532.004,189.992,50.004,56.706690,0.009133,0.009133,-56.697557,-2.420747,nan,0.005493,-0.173754,-0.272155,0.257934,0.279811,0.459019,-0.472690,0.372187,0.351474,20.000000,-40.000000,60.000000,-20.000000,942.66580983,0.000000,0.00000000,38.23922333,0.000000,416.25682710,382.87037940,103.27722982,0.00003981,1.81329680,0.14562410,0.01291679,0.05027268,1.02586047,0.00017172,0.00004516,0.00014107,0.00024186,0.47419646,0.54552671,0.00553749,0.00001431,0.00002258,0.00005643,0.00048372,0.11074976,0.27276335,0.59274557
1.016,2,1,1,-532.004,189.992,50.004,56.706690,0.009133,0.009133,-56.697557,-2.420747,nan,0.005493,-0.173754,-0.272155,0.257934,0.256033,0.459019,-0.472690,0.372187,0.382912,26.000000,-46.000000,72.000000,-20.000000,928.85851313,0.000000,0.00000000,35.30560040,0.000000,414.94690831,381.20972623,95.33049502,0.00002957,1.85013931,0.14953703,0.01364022,0.05243704,1.39631231,0.00019558,0.00007291,0.00015327,0.00024922,0.64355907,0.74050864,0.01157363,0.00001630,0.00003646,0.00006131,0.00049843,0.23147263,0.37025432,0.80444883
1.100,2,1,1,-532.003,189.998,50.003,56.053465,0.002371,0.002371,-56.051095,-2.435071,nan,0.004389,-0.007872,0.329451,0.181411,0.243839,0.492611,0.974028,0.432272,0.394412,32.000000,-52.000000,84.000000,-20.000000,912.89545213,0.000000,0.00000000,31.82574007,0.000000,413.66704141,379.60792529,85.66481695,0.00000000,1.90528678,0.15428289,0.01608382,0.05427492,1.53757407,0.00019560,0.00008529,0.00016019,0.00026132,0.70769260,0.81448259,0.01469646,0.00001630,0.00004265,0.00006408,0.00052264,0.29392920,0.40724130,0.88461575
1.200,2,1,1,-532.001,190.003,50.001,55.744603,-0.003613,-0.003613,-55.748215,-3.165592,nan,0.030219,0.046091,0.200535,0.137138,0.231778,0.533279,0.988352,0.469954,0.410427,38.000000,-58.000000,96.000000,-20.000000,903.05051906,0.000000,0.00000000,31.71389440,0.000000,412.70552285,378.54996457,77.88663259,0.00000000,1.95800173,0.15974526,0.01677931,0.05997836,1.70568720,0.00019638,0.00010263,0.00016326,0.00027621,0.78347374,0.90196770,0.01950728,0.00001636,0.00005132,0.00006530,0.00055242,0.39014557,0.45098385,0.97934218
1.300,2,1,1,-531.999,190.010,49.999,55.383732,-0.011855,-0.011855,-55.395587,-5.099324,nan,0.056708,0.091816,0.372423,0.098328,0.222719,0.574435,-0.214859,0.497690,0.427941,40.000000,-60.000000,100.000000,-20.000000,899.79854401,0.000000,0.00000000,33.44126667,0.000000,412.32091250,378.23076474,73.56515137,0.00000000,1.99676138,0.16217004,0.01738291,0.06413440,1.87211765,0.00019946,0.00012273,0.00017382,0.00027691,0.85825350,0.98838408,0.02470715,0.00001662,0.00006137,0.00006953,0.00055382,0.49414293,0.49419204,1.07281687
1.400,2,1,1,-531.996,190.020,49.996,54.969596,-0.022778,-0.022778,-54.992374,-4.368803,nan,0.082096,0.139667,0.902409,0.075090,0.217017,0.633834,0.687549,0.531291,0.448716,40.000000,-60.000000,100.000000,-20.000000,902.02200343,0.000000,0.00000000,36.42410655,0.000000,412.20237039,378.22048346,72.89414537,0.00000000,2.03883561,0.16178644,0.01717531,0.06310029,2.03633343,0.00020659,0.00014720,0.00023582,0.00028411,0.93193032,1.07362367,0.02990572,0.00001722,0.00007360,0.00009433,0.00056822,0.59811448,0.53681184,1.16491290
