t,controller_id,state_code,wp_idx,x,y,dist,yaw_deg,yaw_to_wp_deg,yaw_ref_deg,yaw_err_deg,yaw_rate_deg_s,speed_ref,speed_meas,roll_deg,roll_rate_deg_s,roll_rms_window_deg,roll_rms_total_deg,pitch_deg,pitch_rate_deg_s,pitch_rms_window_deg,pitch_rms_total_deg,base_cmd,diff_cmd,T_left,T_right,J_inst,J_goal,J_wave_roll,J_progress,J_smooth,J_mpc_distance,J_mpc_final,J_mpc_heading,J_mpc_wrong_way,J_mpc_pitch,J_mpc_control,J_mpc_slew,J_mpc_turn,J_total,J_roll,J_pitch,J_roll_rate,J_pitch_rate,J_goal_heading,J_no_progress,J_control,I_roll,I_pitch,I_roll_rate,I_pitch_rate,I_control,I_no_progress,I_goal_heading
0.200,3,1,1,-532.004,189.999,50.004,57.131,0.001,9.522,-47.610,-0.544,nan,0.165263,-1.429009,-0.788368,1.429009,1.429009,-0.741129,1.082500,0.741129,0.741129,58.669283,-55.534201,8.000000,3.135081,nan,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.03185227,0.00065312,0.00002510,0.00003550,0.00001339,0.03106980,0.00000000,0.00005537,0.00004665,0.00001255,0.00001420,0.00002677,0.00027685,0.00000000,0.05178301
0.435,3,1,1,-532.004,189.999,50.004,57.131,0.001,9.522,-47.610,-0.544,nan,0.165263,-1.429009,-0.788368,1.429009,1.429009,-0.741129,1.082500,0.741129,0.741129,48.535783,-59.852874,16.000000,-4.864919,nan,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.13221377,0.00270108,0.00010379,0.00014680,0.00005536,0.12849370,0.00000000,0.00071304,0.00019293,0.00005190,0.00005872,0.00011071,0.00356521,0.00000000,0.21415616
0.500,3,1,1,-532.008,189.998,50.008,57.082,0.003,9.515,-47.567,0.945,nan,0.114417,-1.444214,0.435835,1.434096,1.431644,-0.784480,-2.063766,0.755856,0.748787,48.545622,-61.274109,24.000000,-12.728488,nan,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.16008325,0.00327627,0.00012803,0.00015616,0.00009730,0.15523520,0.00000000,0.00119027,0.00023402,0.00006402,0.00006246,0.00019461,0.00595137,0.00000000,0.25872534
0.600,3,1,1,-532.011,189.994,50.011,57.039,0.007,9.510,-47.529,-0.258,nan,0.098694,-1.410101,0.296936,1.428135,1.427134,-0.978441,-1.758184,0.817206,0.802638,48.500366,-62.874886,32.000000,-14.374521,nan,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.20356565,0.00412432,0.00018636,0.00016287,0.00014439,0.19652670,0.00000000,0.00242100,0.00029459,0.00009318,0.00006515,0.00028878,0.01210502,0.00000000,0.32754450
0.700,3,1,1,-532.013,189.992,50.013,56.967,0.009,9.500,-47.467,-0.859,nan,0.084730,-1.376463,0.469213,1.417951,1.418451,-1.071318,-0.160511,0.873959,0.855453,48.455898,-64.563780,40.000000,-16.107882,nan,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.24749041,0.00493212,0.00025627,0.00017964,0.00014478,0.23769759,0.00000000,0.00428001,0.00035229,0.00012814,0.00007185,0.00028956,0.02140006,0.00000000,0.39616265
0.800,3,1,1,-532.013,189.994,50.013,56.860,0.007,9.481,-47.379,-0.802,nan,0.057698,-1.301648,1.055278,1.399239,1.401751,-0.983762,1.642068,0.893198,0.875661,48.450419,-66.349538,48.000000,-17.899119,nan,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.29206660,0.00565494,0.00031525,0.00026447,0.00018587,0.27874070,0.00000000,0.00690536,0.00040392,0.00015763,0.00010579,0.00037173,0.03452681,0.00000000,0.46456784
0.937,3,1,1,-532.013,189.994,50.013,56.860,0.007,9.481,-47.379,-0.802,nan,0.057698,-1.301648,1.055278,1.385718,1.385423,-0.983762,1.642068,0.906689,0.894754,48.534941,-68.842788,56.000000,-20.000000,nan,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.35410300,0.00664072,0.00039569,0.00038017,0.00024190,0.33471500,0.00000000,0.01172952,0.00047434,0.00019785,0.00015207,0.00048379,0.05864761,0.00000000,0.55785833
1.000,3,1,1,-532.006,190.002,50.006,56.528,-0.002,9.419,-47.109,-2.149,nan,0.071763,-0.990922,1.783361,1.342732,1.360615,-0.548549,2.035325,0.870022,0.874228,48.659077,-69.602826,64.000000,-20.000000,nan,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.38321919,0.00690693,0.00040735,0.00053415,0.00028201,0.36050104,0.00000000,0.01458772,0.00049335,0.00020367,0.00021366,0.00056401,0.07293860,0.00000000,0.60083506
1.100,3,1,1,-532.003,190.007,50.003,56.299,-0.008,9.376,-46.923,-2.220,nan,0.094067,-0.814252,1.739247,1.294709,1.315050,-0.376848,1.481450,0.829827,0.836917,49.023490,-71.289834,72.000000,-20.000000,nan,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.42960996,0.00718974,0.00041600,0.00076456,0.00031544,0.40075122,0.00000000,0.02017299,0.00051355,0.00020800,0.00030583,0.00063088,0.10086494,0.00000000,0.66791870
1.200,3,1,1,-531.999,190.013,49.999,56.024,-0.015,9.325,-46.699,-2.722,nan,0.110927,-0.639489,1.811953,1.244804,1.267503,-0.241017,1.363341,0.790924,0.800434,49.434357,-72.000000,80.000000,-20.000000,nan,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.47670283,0.00736407,0.00041954,0.00101448,0.00034374,0.44059114,0.00000000,0.02696987,0.00052600,0.00020977,0.00040579,0.00068747,0.13484936,0.00000000,0.73431856
