t,controller_id,state_code,wp_idx,x,y,dist,yaw_deg,yaw_to_wp_deg,yaw_ref_deg,yaw_err_deg,yaw_rate_deg_s,speed_ref,speed_meas,roll_deg,roll_rate_deg_s,roll_rms_window_deg,roll_rms_total_deg,pitch_deg,pitch_rate_deg_s,pitch_rms_window_deg,pitch_rms_total_deg,base_cmd,diff_cmd,T_left,T_right,J_inst,J_goal,J_wave_roll,J_progress,J_smooth,J_mpc_distance,J_mpc_final,J_mpc_heading,J_mpc_wrong_way,J_mpc_pitch,J_mpc_control,J_mpc_slew,J_mpc_turn,J_total,J_roll,J_pitch,J_roll_rate,J_pitch_rate,J_goal_heading,J_no_progress,J_control,I_roll,I_pitch,I_roll_rate,I_pitch_rate,I_control,I_no_progress,I_goal_heading
0.500,2,1,1,-531.984,190.005,49.984,57.364393,-0.006274,-0.006274,-57.370666,0.243507,nan,0.000000,-0.913182,3.179916,1.201212,0.000000,-0.623452,3.996381,0.878242,0.000000,2.500000,-9.500000,12.000000,-7.000000,1055.11406393,0.000000,0.00000000,64.39107435,0.000000,420.30422129,388.13372221,180.13629956,0.00001846,1.93173682,0.14240094,0.02586299,0.04872731,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.815,2,1,1,-531.984,190.005,49.984,57.364393,-0.006274,-0.006274,-57.370666,0.243507,nan,0.000000,-0.913182,3.179916,1.201212,0.913182,-0.623452,3.996381,0.878242,0.623452,2.500000,-21.500000,24.000000,-19.000000,1005.27953510,0.000000,0.00000000,51.81262763,0.000000,419.74842368,387.41609378,144.14619998,0.00000472,1.93768745,0.14329406,0.02614932,0.04905448,0.54807350,0.00095916,0.00007451,0.00242308,0.00076542,0.25238706,0.28999007,0.00147419,0.00007993,0.00003726,0.00096923,0.00153084,0.02948371,0.14499504,0.31548382
0.900,2,1,1,-531.957,190.011,49.957,57.269047,-0.013169,-0.013169,-57.282216,-0.114592,nan,0.045864,0.749125,3.036676,0.921882,0.880707,0.882351,4.569338,0.758183,0.687002,8.000000,-28.000000,36.000000,-20.000000,963.84871248,0.000000,0.00000000,29.70772902,0.000000,417.39350081,384.22758629,130.33226631,0.00005926,1.97715478,0.14260895,0.01893479,0.04887228,0.69678767,0.00113451,0.00011506,0.00302334,0.00103724,0.32073584,0.36854266,0.00219903,0.00009454,0.00005753,0.00120934,0.00207448,0.04398052,0.18427133,0.40091980
1.000,2,1,1,-531.949,190.014,49.949,57.193854,-0.016400,-0.016400,-57.210254,-1.231859,nan,0.064368,1.170062,4.125296,0.936710,0.945644,1.308468,4.497719,0.855111,0.848424,14.000000,-34.000000,48.000000,-20.000000,941.93853353,0.000000,0.00000000,25.05264346,0.000000,415.51853584,381.69648966,117.21171077,0.00010869,2.25177134,0.14317284,0.01462595,0.04947499,0.87170660,0.00163469,0.00021931,0.00431866,0.00134519,0.40045538,0.46018305,0.00355032,0.00013622,0.00010965,0.00172747,0.00269038,0.07100634,0.23009153,0.50056922
1.100,2,1,1,-531.941,190.018,49.941,57.069459,-0.020884,-0.020884,-57.090343,-1.575634,nan,0.077351,1.624922,4.583662,0.990850,1.088562,1.798674,4.669606,1.055515,1.067066,20.000000,-40.000000,60.000000,-20.000000,925.07556990,0.000000,0.00000000,22.48217558,0.000000,413.72748525,379.34447573,106.73688181,0.00012345,2.57543870,0.14535906,0.01287800,0.05075232,1.04738024,0.00259884,0.00041620,0.00591698,0.00167695,0.47979922,0.55142384,0.00554821,0.00021657,0.00020810,0.00236679,0.00335391,0.11096429,0.27571192,0.59974902
1.200,2,1,1,-531.933,190.023,49.933,56.923633,-0.026713,-0.026713,-56.950347,-0.988352,nan,0.086949,2.001131,3.466395,1.210540,1.260209,2.212482,5.013381,1.357934,1.294508,26.000000,-46.000000,72.000000,-20.000000,912.65486469,0.000000,0.00000000,21.46107536,0.000000,412.03255101,377.17916638,98.89579177,0.00011201,2.87115461,0.14911027,0.01346047,0.05244281,1.22337727,0.00406415,0.00071473,0.00683298,0.00206016,0.55891839,0.64244378,0.00834307,0.00033868,0.00035737,0.00273319,0.00412032,0.16686145,0.32122189,0.69864799
1.416,2,1,1,-531.933,190.023,49.933,56.923633,-0.026713,-0.026713,-56.950347,-0.988352,nan,0.086949,2.001131,3.466395,1.210540,1.468534,2.212482,5.013381,1.357934,1.559843,32.000000,-52.000000,84.000000,-20.000000,901.71118139,0.000000,0.00000000,20.44878880,0.000000,410.83461927,375.67858552,91.59954130,0.00006485,2.92546700,0.15380612,0.01526143,0.05504710,1.60403471,0.00721665,0.00135699,0.00880367,0.00288459,0.72913614,0.83826494,0.01637174,0.00060139,0.00067850,0.00352147,0.00576918,0.32743472,0.41913247,0.91142017
1.500,2,1,1,-531.912,190.044,49.912,56.262597,-0.050767,-0.050767,-56.313364,-2.592634,nan,0.077513,2.898030,2.492366,2.011502,1.638573,3.128830,2.936409,2.205117,1.748076,38.000000,-58.000000,96.000000,-20.000000,888.19725154,0.000000,0.02235869,19.48133125,0.000000,409.70928918,374.55624775,80.68673049,0.00000000,3.50586115,0.15901105,0.01633949,0.06008249,1.75253366,0.00981540,0.00186185,0.00920411,0.00299576,0.79455304,0.91366183,0.02044166,0.00081795,0.00093093,0.00368165,0.00599151,0.40883329,0.45683092,0.99319130
1.600,2,1,1,-531.909,190.049,49.909,55.951114,-0.056244,-0.056244,-56.007358,-3.165592,nan,0.081074,3.131037,2.721550,2.380226,1.825434,3.359443,3.136944,2.590140,1.950420,40.000000,-60.000000,100.000000,-20.000000,884.97947598,0.000000,0.03550008,19.80917306,0.000000,409.41986432,374.31599917,77.49661592,0.00000000,3.66134993,0.16147356,0.01655130,0.06294864,1.92740591,0.01340021,0.00254967,0.00976838,0.00314569,0.87102265,1.00187581,0.02564351,0.00111668,0.00127484,0.00390735,0.00629137,0.51287017,0.50093791,1.08877831
1.700,2,1,1,-531.904,190.060,49.904,55.560343,-0.068755,-0.068755,-55.629098,-3.065324,nan,0.104011,3.339466,1.962380,2.747085,1.995837,3.599960,2.836141,2.974136,2.136941,40.000000,-60.000000,100.000000,-20.000000,887.48580843,0.000000,0.05015790,23.07983844,0.000000,409.43023615,374.58051682,76.28848956,0.00000000,3.81637970,0.16117151,0.01650539,0.06251295,2.10026728,0.01747380,0.00333865,0.01006143,0.00326811,0.94638188,1.08890363,0.03083977,0.00145615,0.00166933,0.00402457,0.00653622,0.61679541,0.54445182,1.18297735
