t,controller_id,state_code,wp_idx,x,y,dist,yaw_deg,yaw_to_wp_deg,yaw_ref_deg,yaw_err_deg,yaw_rate_deg_s,speed_ref,speed_meas,roll_deg,roll_rate_deg_s,roll_rms_window_deg,roll_rms_total_deg,pitch_deg,pitch_rate_deg_s,pitch_rms_window_deg,pitch_rms_total_deg,base_cmd,diff_cmd,T_left,T_right,J_inst,J_goal,J_wave_roll,J_progress,J_smooth,J_mpc_distance,J_mpc_final,J_mpc_heading,J_mpc_wrong_way,J_mpc_pitch,J_mpc_control,J_mpc_slew,J_mpc_turn,J_total,J_roll,J_pitch,J_roll_rate,J_pitch_rate,J_goal_heading,J_no_progress,J_control,I_roll,I_pitch,I_roll_rate,I_pitch_rate,I_control,I_no_progress,I_goal_heading
0.200,1,1,1,-531.997,189.993,49.997,56.139725,0.007704,0.007704,-56.132021,0.000000,0.344995,0.000000,-0.864454,3.122620,1.203252,0.000000,-0.608374,3.967733,0.922065,0.000000,0.000000,-5.000000,5.000000,-5.000000,0.00000003,0.00000000,0.00000002,0.00000000,0.00000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.300,1,1,1,-531.994,189.989,49.994,56.087949,0.012929,0.012929,-56.075020,0.000000,0.356739,0.005406,-0.466690,4.139620,1.052812,0.466690,-0.244147,4.884465,0.791254,0.244147,0.000000,-10.000000,10.000000,-10.000000,0.00000006,0.00000000,0.00000006,0.00000000,0.00000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00185240,0.00007965,0.00000363,0.00130555,0.00036353,0.00000000,0.00000000,0.00010004,0.00000664,0.00000182,0.00052222,0.00072705,0.00200082,0.00000000,0.00000000
0.400,1,1,1,-531.989,189.984,49.989,56.025191,0.017839,0.017839,-56.007352,0.000000,0.367299,0.020930,-0.038950,3.867465,0.920922,0.331217,0.156811,4.798522,0.687741,0.205198,1.017045,-13.982955,15.000000,-12.965910,0.00000010,0.00000000,0.00000010,0.00000000,0.00000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00354001,0.00008020,0.00000513,0.00244410,0.00071407,0.00000000,0.00000000,0.00029651,0.00000668,0.00000257,0.00097764,0.00142814,0.00593018,0.00000000,0.00000000
0.500,1,1,1,-531.984,189.980,49.984,55.945687,0.022472,0.022472,-55.923215,0.000000,0.382088,0.039788,0.388806,5.228240,0.733622,0.351466,0.567995,4.913113,0.560195,0.368270,3.461516,-16.538484,20.000000,-13.076968,0.00000012,0.00000000,0.00000012,0.00000000,0.00000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00635022,0.00013547,0.00002479,0.00452611,0.00108179,0.00000000,0.00000000,0.00058206,0.00001129,0.00001239,0.00181044,0.00216358,0.01164127,0.00000000,0.00000000
0.600,1,1,1,-531.980,189.977,49.980,55.845828,0.026768,0.026768,-55.819060,0.000000,0.395808,0.049199,0.805278,3.423423,0.556240,0.504696,0.984220,4.540691,0.524151,0.586358,6.147732,-18.852268,25.000000,-12.704536,0.00000013,0.00000000,0.00000013,0.00000000,0.00000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00824522,0.00037241,0.00008378,0.00541824,0.00139568,0.00000000,0.00000000,0.00097510,0.00003103,0.00004189,0.00216730,0.00279137,0.01950196,0.00000000,0.00000000
0.700,1,1,1,-531.974,189.973,49.974,55.724144,0.030419,0.030419,-55.693725,0.000000,0.391166,0.053913,1.219046,4.583662,0.626095,0.707821,1.422397,4.211240,0.731046,0.824454,8.513608,-21.486392,30.000000,-12.972784,0.00000019,0.00000000,0.00000019,0.00000000,0.00000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.01131606,0.00091565,0.00020704,0.00701829,0.00166580,0.00000000,0.00000000,0.00150926,0.00007630,0.00010352,0.00280732,0.00333161,0.03018525,0.00000000,0.00000000
0.800,1,1,1,-531.969,189.971,49.969,55.579559,0.033121,0.033121,-55.546438,0.000000,0.371816,0.056923,1.633219,4.454747,0.903793,0.928491,1.887687,5.729578,1.073862,1.077198,10.648093,-24.351907,35.000000,-13.703813,0.00000033,0.00000000,0.00000033,0.00000000,0.00000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.01522591,0.00189071,0.00042414,0.00852958,0.00216581,0.00000000,0.00000000,0.00221567,0.00015756,0.00021207,0.00341183,0.00433162,0.04431339,0.00000000,0.00000000
0.900,1,1,1,-531.963,189.970,49.963,55.424981,0.034925,0.034925,-55.390056,0.000000,0.349870,0.057381,2.000065,3.724226,1.221729,1.144757,2.313653,4.540691,1.432752,1.326419,10.666392,-25.047141,35.713533,-14.380748,0.00000050,0.00000000,0.00000050,0.00000000,0.00000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.01912618,0.00335315,0.00075030,0.00958596,0.00247988,0.00000000,0.00000000,0.00295689,0.00027943,0.00037515,0.00383438,0.00495976,0.05913783,0.00000000,0.00000000
1.000,1,1,1,-531.958,189.968,49.958,55.232945,0.036274,0.036274,-55.196671,0.000000,0.324528,0.050938,2.362338,3.237212,1.592546,1.358015,2.730211,3.767198,1.850299,1.571997,9.908918,-24.794539,34.703457,-14.885620,0.00000070,0.00000000,0.00000070,0.00000000,0.00000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.02334704,0.00539291,0.00120439,0.01038395,0.00269601,0.00000000,0.00000000,0.00366978,0.00044941,0.00060219,0.00415358,0.00539202,0.07339563,0.00000000,0.00000000
1.100,1,1,1,-531.954,189.967,49.954,55.018046,0.037689,0.037689,-54.980357,0.000000,0.300086,0.044764,2.677780,3.251535,1.956129,1.560703,3.073356,3.366127,2.260764,1.801613,9.207528,-24.564142,33.771669,-15.356614,0.00000092,0.00000000,0.00000092,0.00000000,0.00000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.02820732,0.00801285,0.00177958,0.01118873,0.00286851,0.00000000,0.00000000,0.00435765,0.00066774,0.00088979,0.00447549,0.00573702,0.08715297,0.00000000,0.00000000
1.200,1,1,1,-531.952,189.966,49.952,54.812504,0.039309,0.039309,-54.773195,0.000000,0.279634,0.036799,2.920704,2.406423,2.265086,1.745149,3.322929,2.707226,2.606542,2.006433,8.767119,-24.323307,33.090426,-15.556188,0.00000116,0.00000000,0.00000116,0.00000000,0.00000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.03322159,0.01113246,0.00245259,0.01162992,0.00298019,0.00000000,0.00000000,0.00502643,0.00092771,0.00122629,0.00465197,0.00596038,0.10052853,0.00000000,0.00000000
1.300,1,1,1,-531.950,189.964,49.950,54.563043,0.040820,0.040820,-54.522223,0.000000,0.259237,0.028231,3.160956,3.394775,2.579916,1.917625,3.574514,2.306155,2.953370,2.195838,8.364144,-24.137589,32.501733,-15.773446,0.00000143,0.00000000,0.00000143,0.00000000,0.00000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.03926637,0.01478649,0.00323137,0.01250796,0.00306123,0.00000000,0.00000000,0.00567931,0.00123221,0.00161569,0.00500319,0.00612246,0.11358616,0.00000000,0.00000000
1.400,1,1,1,-531.950,189.964,49.950,54.299143,0.041841,0.041841,-54.257303,0.000000,0.241574,0.019897,3.354898,2.807493,2.858101,2.075734,3.808598,2.836141,3.257838,2.372452,8.071135,-23.904914,31.976049,-15.833779,0.00000166,0.00000000,0.00000166,0.00000000,0.00000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.04562256,0.01890002,0.00411493,0.01310810,0.00318372,0.00000000,0.00000000,0.00631578,0.00157500,0.00205747,0.00524324,0.00636744,0.12631558,0.00000000,0.00000000
1.500,1,1,1,-531.952,189.963,49.952,54.022648,0.042375,0.042375,-53.980273,0.000000,0.226926,0.018278,3.488151,1.274831,3.093888,2.216579,4.012235,2.750197,3.523129,2.536521,7.627879,-23.646967,31.274846,-16.019088,0.00000185,0.00000000,0.00000185,0.00000000,0.00000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.05190781,0.02334803,0.00509577,0.01323188,0.00329893,0.00000000,0.00000000,0.00693320,0.00194567,0.00254788,0.00529275,0.00659786,0.13866396,0.00000000,0.00000000
1.600,1,1,1,-531.955,189.963,49.955,53.735033,0.042861,0.042861,-53.692172,0.000000,0.215595,0.033122,3.555311,0.186211,3.281909,2.337764,4.155331,0.558634,3.751509,2.684715,6.648792,-23.406986,30.055778,-16.758194,0.00000200,0.00000000,0.00000200,0.00000000,0.00000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.05817971,0.02796851,0.00614771,0.01323452,0.00330368,0.00000000,0.00000000,0.00752529,0.00233071,0.00307385,0.00529381,0.00660737,0.15050571,0.00000000,0.00000000
1.700,1,1,1,-531.961,189.962,49.961,53.437793,0.043814,0.043814,-53.393979,0.000000,0.207918,0.044757,3.562807,-0.945380,3.417405,2.438647,4.217126,-0.100268,3.938495,2.812959,5.972388,-23.168416,29.140804,-17.196028,0.00000218,0.00000000,0.00000218,0.00000000,0.00000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.06454341,0.03260820,0.00723110,0.01330258,0.00330384,0.00000000,0.00000000,0.00809769,0.00271735,0.00361555,0.00532103,0.00660767,0.16195378,0.00000000,0.00000000
1.800,1,1,1,-531.969,189.960,49.969,53.132454,0.045444,0.045444,-53.087010,0.000000,0.204204,0.061541,3.517393,-0.472690,3.497027,2.519617,4.197796,0.343775,4.073405,2.918799,5.253650,-22.981763,28.235413,-17.728114,0.00000240,0.00000000,0.00000240,0.00000000,0.00000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.07071247,0.03712954,0.00830439,0.01331959,0.00330564,0.00000000,0.00000000,0.00865331,0.00309413,0.00415220,0.00532784,0.00661127,0.17306621,0.00000000,0.00000000
1.900,1,1,1,-531.980,189.958,49.980,52.820344,0.047598,0.047598,-52.772747,0.000000,0.204656,0.079888,3.417994,-1.546986,3.519539,2.581136,4.109618,-0.157563,4.145095,3.001957,4.648194,-22.745866,27.394061,-18.097672,0.00000265,0.00000000,0.00000265,0.00000000,0.00000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.07673381,0.04140025,0.00933338,0.01350185,0.00330601,0.00000000,0.00000000,0.00919232,0.00345002,0.00466669,0.00540074,0.00661203,0.18384635,0.00000000,0.00000000
2.000,1,1,1,-531.992,189.956,49.992,52.502545,0.050048,0.050048,-52.452497,0.000000,0.209370,0.099466,3.259447,-1.389423,3.485585,2.623425,3.961707,-1.976704,4.147538,3.063175,4.168462,-22.549341,26.717803,-18.380878,0.00000290,0.00000000,0.00000290,0.00000000,0.00000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.08230578,0.04528368,0.01028956,0.01364886,0.00336553,0.00000000,0.00000000,0.00971815,0.00377364,0.00514478,0.00545954,0.00673105,0.19436309,0.00000000,0.00000000
2.100,1,1,1,-532.007,189.954,50.007,52.179984,0.052743,0.052743,-52.127241,0.000000,0.218408,0.121682,3.042030,-3.065324,3.396488,2.647121,3.754505,-2.177240,4.081158,3.103426,3.754508,-22.294801,26.049308,-18.540293,0.00000314,0.00000000,0.00000314,0.00000000,0.00000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.08784951,0.04866840,0.01114887,0.01436485,0.00343777,0.00000000,0.00000000,0.01022962,0.00405570,0.00557443,0.00574594,0.00687554,0.20459231,0.00000000,0.00000000
2.200,1,1,1,-532.023,189.951,50.023,51.853552,0.055772,0.055772,-51.797780,0.000000,0.231856,0.164952,2.773589,-1.876437,3.253488,2.653583,3.486734,-2.936409,3.950287,3.123693,2.648995,-22.131482,24.780478,-19.482487,0.00000336,0.00000000,0.00000336,0.00000000,0.00000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.09229502,0.05147823,0.01188896,0.01463278,0.00356899,0.00000000,0.00000000,0.01072605,0.00428985,0.00594448,0.00585311,0.00713799,0.21452095,0.00000000,0.00000000
2.300,1,1,1,-532.041,189.948,50.041,51.524079,0.059185,0.059185,-51.464894,0.000000,0.249795,0.172308,2.463193,-2.850465,3.058360,2.644828,3.163120,-1.948057,3.759895,3.125582,3.223400,-21.898540,25.121940,-18.675140,0.00000356,0.00000000,0.00000356,0.00000000,0.00000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.09628884,0.05369604,0.01249850,0.01525154,0.00362679,0.00000000,0.00000000,0.01121597,0.00447467,0.00624925,0.00610061,0.00725359,0.22431945,0.00000000,0.00000000
