t,controller_id,state_code,wp_idx,x,y,dist,yaw_deg,yaw_to_wp_deg,yaw_ref_deg,yaw_err_deg,yaw_rate_deg_s,speed_ref,speed_meas,roll_deg,roll_rate_deg_s,roll_rms_window_deg,roll_rms_total_deg,pitch_deg,pitch_rate_deg_s,pitch_rms_window_deg,pitch_rms_total_deg,base_cmd,diff_cmd,T_left,T_right,J_inst,J_goal,J_wave_roll,J_progress,J_smooth,J_mpc_distance,J_mpc_final,J_mpc_heading,J_mpc_wrong_way,J_mpc_pitch,J_mpc_control,J_mpc_slew,J_mpc_turn,J_total,J_roll,J_pitch,J_roll_rate,J_pitch_rate,J_goal_heading,J_no_progress,J_control,I_roll,I_pitch,I_roll_rate,I_pitch_rate,I_control,I_no_progress,I_goal_heading
0.200,3,1,1,-532.028,189.994,50.028,57.521,0.006,9.588,-47.933,-0.329,nan,0.000000,1.434559,-5.171595,1.434559,1.434559,1.758946,-4.626377,1.758946,1.758946,58.578723,-56.108499,8.000000,2.470224,nan,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.04237202,0.00081745,0.00017556,0.00189709,0.00030363,0.03911298,0.00000000,0.00006529,0.00005839,0.00008778,0.00075883,0.00060727,0.00032647,0.00000000,0.06518831
0.449,3,1,1,-532.028,189.994,50.028,57.521,0.006,9.588,-47.933,-0.329,nan,0.000000,1.434559,-5.171595,1.434559,1.434559,1.758946,-4.626377,1.758946,1.758946,46.850017,-60.704453,16.000000,-5.529776,nan,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.15599209,0.00299906,0.00064410,0.00696001,0.00111397,0.14349729,0.00000000,0.00077766,0.00021422,0.00032205,0.00278400,0.00222794,0.00388828,0.00000000,0.23916215
0.500,3,1,1,-532.089,189.983,50.089,57.520,0.019,9.589,-47.932,-0.415,nan,0.372040,-0.057649,-5.674790,1.171785,1.337643,0.390729,-5.257593,1.453783,1.645991,46.850326,-61.639045,24.000000,-13.529776,nan,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.17945066,0.00299979,0.00064889,0.00822070,0.00133040,0.16508303,0.00000000,0.00116786,0.00021427,0.00032444,0.00328828,0.00266079,0.00583928,0.00000000,0.27513838
0.600,3,1,1,-532.109,189.980,50.109,57.495,0.023,9.584,-47.911,-1.089,nan,0.390102,-0.567050,-5.505915,1.053659,1.221308,-0.065830,-4.784490,1.259443,1.469916,48.902374,-63.357392,32.000000,-14.455019,nan,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.22544211,0.00313695,0.00064915,0.01052984,0.00167913,0.20704596,0.00000000,0.00240108,0.00022407,0.00032457,0.00421194,0.00335826,0.01200540,0.00000000,0.34507660
0.700,3,1,1,-532.129,189.978,50.129,57.439,0.025,9.573,-47.866,-0.129,nan,0.397836,-1.084350,-5.778791,1.059868,1.199319,-0.500302,-4.761769,1.148485,1.355966,49.936546,-65.343984,40.000000,-15.407439,nan,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.27254850,0.00363828,0.00066440,0.01307239,0.00202440,0.24891099,0.00000000,0.00423805,0.00025988,0.00033220,0.00522896,0.00404880,0.02119023,0.00000000,0.41485164
0.800,3,1,1,-532.149,189.977,50.149,57.350,0.026,9.556,-47.793,-1.891,nan,0.396112,-1.586537,-5.341278,1.164310,1.262548,-0.912275,-4.406386,1.112605,1.301315,50.096439,-66.837615,48.000000,-16.741176,nan,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.32048392,0.00471195,0.00071511,0.01524546,0.00232019,0.29066835,0.00000000,0.00682285,0.00033657,0.00035755,0.00609819,0.00464038,0.03411423,0.00000000,0.48444725
0.928,3,1,1,-532.149,189.977,50.149,57.350,0.026,9.556,-47.793,-1.891,nan,0.396112,-1.586537,-5.341278,1.233509,1.318224,-0.912275,-4.406386,1.086250,1.248746,49.521565,-69.193383,56.000000,-19.671819,nan,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.38292713,0.00608371,0.00077990,0.01802185,0.00269809,0.34401874,0.00000000,0.01132483,0.00043455,0.00038995,0.00720874,0.00539619,0.05662417,0.00000000,0.57336457
1.000,3,1,1,-532.184,189.979,50.184,57.059,0.024,9.501,-47.558,-2.349,nan,0.360278,-2.471355,-4.308105,1.447342,1.445979,-1.667827,-3.761464,1.174799,1.287689,49.199316,-70.297422,64.000000,-20.000000,nan,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.41918504,0.00796360,0.00090221,0.01904196,0.00285363,0.37385387,0.00000000,0.01456977,0.00056883,0.00045111,0.00761678,0.00570725,0.07284885,0.00000000,0.62308978
1.100,3,1,1,-532.201,189.981,50.201,56.850,0.021,9.461,-47.389,-3.166,nan,0.351272,-2.853936,-3.883801,1.663442,1.643306,-1.998962,-3.322012,1.292589,1.376056,47.801668,-71.882752,72.000000,-20.000000,nan,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.47084705,0.01143706,0.00114565,0.02019064,0.00302171,0.41489835,0.00000000,0.02015365,0.00081693,0.00057282,0.00807625,0.00604341,0.10076823,0.00000000,0.69149725
1.200,3,1,1,-532.216,189.986,50.216,56.597,0.016,9.412,-47.185,-2.994,nan,0.337585,-3.198186,-3.439201,1.874346,1.841032,-2.287254,-2.833532,1.423678,1.482909,46.359207,-72.000000,80.000000,-20.000000,nan,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.52406602,0.01580097,0.00146451,0.02109178,0.00314405,0.45560814,0.00000000,0.02695657,0.00112864,0.00073225,0.00843671,0.00628809,0.13478283,0.00000000,0.75934690
