t,controller_id,state_code,wp_idx,x,y,dist,yaw_deg,yaw_to_wp_deg,yaw_ref_deg,yaw_err_deg,yaw_rate_deg_s,speed_ref,speed_meas,roll_deg,roll_rate_deg_s,roll_rms_window_deg,roll_rms_total_deg,pitch_deg,pitch_rate_deg_s,pitch_rms_window_deg,pitch_rms_total_deg,base_cmd,diff_cmd,T_left,T_right,J_inst,J_goal,J_wave_roll,J_progress,J_smooth,J_mpc_distance,J_mpc_final,J_mpc_heading,J_mpc_wrong_way,J_mpc_pitch,J_mpc_control,J_mpc_slew,J_mpc_turn,J_total,J_roll,J_pitch,J_roll_rate,J_pitch_rate,J_goal_heading,J_no_progress,J_control,I_roll,I_pitch,I_roll_rate,I_pitch_rate,I_control,I_no_progress,I_goal_heading
0.200,1,1,1,-532.007,189.995,50.007,57.164654,0.006030,0.006030,-57.158624,0.000000,0.348749,0.030305,-1.096579,0.171887,0.995060,0.000000,-0.453191,-2.578310,0.267132,0.000000,0.000000,-5.000000,5.000000,-5.000000,0.00000001,0.00000000,0.00000001,0.00000000,0.00000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.312,1,1,1,-532.007,189.995,50.007,57.164654,0.006030,0.006030,-57.158624,0.000000,0.348749,0.030305,-1.096579,0.171887,0.995060,1.096579,-0.453191,-2.578310,0.267132,0.453191,0.000000,-10.000000,10.000000,-10.000000,0.00000001,0.00000000,0.00000001,0.00000000,0.00000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00073126,0.00049031,0.00001396,0.00000251,0.00011294,0.00000000,0.00000000,0.00011155,0.00004086,0.00000698,0.00000100,0.00022588,0.00223092,0.00000000,0.00000000
0.400,1,1,1,-532.016,189.989,50.016,57.126582,0.012397,0.012397,-57.114185,0.000000,0.340676,0.042452,-1.296782,-0.658901,1.100446,1.189227,-0.801031,-0.128916,0.513525,0.631032,0.000000,-15.000000,15.000000,-15.000000,0.00000006,0.00000000,0.00000006,0.00000000,0.00000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00153711,0.00103340,0.00004849,0.00003172,0.00011316,0.00000000,0.00000000,0.00031033,0.00008612,0.00002425,0.00001269,0.00022633,0.00620661,0.00000000,0.00000000
0.500,1,1,1,-532.018,189.990,50.018,57.084452,0.011898,0.011898,-57.072553,0.000000,0.334737,0.036403,-1.404027,-1.475366,1.178281,1.264924,-0.771230,0.529986,0.607745,0.681004,2.524414,-17.475586,20.000000,-14.951172,0.00000006,0.00000000,0.00000006,0.00000000,0.00000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00277602,0.00175415,0.00008474,0.00019752,0.00011744,0.00000000,0.00000000,0.00062217,0.00014618,0.00004237,0.00007901,0.00023489,0.01244340,0.00000000,0.00000000
0.600,1,1,1,-532.020,189.991,50.020,57.019294,0.010357,0.010357,-57.008938,0.000000,0.329593,0.029230,-1.467651,-0.042972,1.278703,1.318539,-0.665417,1.403747,0.687124,0.677140,5.138027,-19.861973,25.000000,-14.723946,0.00000005,0.00000000,0.00000005,0.00000000,0.00000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00404133,0.00254146,0.00011171,0.00019766,0.00014745,0.00000000,0.00000000,0.00104303,0.00021179,0.00005586,0.00007907,0.00029491,0.02086070,0.00000000,0.00000000
0.700,1,1,1,-532.022,189.991,50.022,56.930013,0.010339,0.010339,-56.919673,0.000000,0.325440,0.023658,-1.474306,0.501338,1.361060,1.351119,-0.635096,-1.360775,0.718712,0.668945,7.758263,-22.241737,30.000000,-14.483474,0.00000005,0.00000000,0.00000005,0.00000000,0.00000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00546177,0.00333550,0.00013627,0.00021679,0.00017564,0.00000000,0.00000000,0.00159757,0.00027796,0.00006814,0.00008672,0.00035128,0.03195146,0.00000000,0.00000000
0.800,1,1,1,-532.024,189.989,50.024,56.816158,0.012653,0.012653,-56.803504,0.000000,0.323468,0.027859,-1.449068,-0.315127,1.418097,1.367933,-0.753119,-1.675902,0.720318,0.683696,10.247719,-24.752281,35.000000,-14.504563,0.00000008,0.00000000,0.00000008,0.00000000,0.00000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00703165,0.00410293,0.00017082,0.00022435,0.00021841,0.00000000,0.00000000,0.00231514,0.00034191,0.00008541,0.00008974,0.00043682,0.04630278,0.00000000,0.00000000
0.900,1,1,1,-532.028,189.986,50.028,56.676716,0.015734,0.015734,-56.660982,0.000000,0.323555,0.034659,-1.418298,0.358099,1.445859,1.375245,-0.954707,-0.945380,0.737240,0.728633,10.654273,-25.232132,35.886406,-14.577859,0.00000012,0.00000000,0.00000012,0.00000000,0.00000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00859657,0.00483848,0.00022637,0.00023412,0.00023203,0.00000000,0.00000000,0.00306557,0.00040321,0.00011318,0.00009365,0.00046405,0.06131131,0.00000000,0.00000000
1.000,1,1,1,-532.030,189.985,50.030,56.511711,0.016934,0.016934,-56.494776,0.000000,0.325381,0.031601,-1.377458,1.217535,1.444168,1.375522,-1.085255,-0.945380,0.808071,0.782165,10.843760,-25.008123,35.851883,-14.164363,0.00000014,0.00000000,0.00000014,0.00000000,0.00000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.01023146,0.00553209,0.00029813,0.00034702,0.00024564,0.00000000,0.00000000,0.00380859,0.00046101,0.00014906,0.00013881,0.00049128,0.07617181,0.00000000,0.00000000
1.100,1,1,1,-532.031,189.987,50.031,56.323099,0.014734,0.014734,-56.308365,0.000000,0.328963,0.027108,-1.299652,1.332127,1.416505,1.367301,-1.035821,0.257831,0.900547,0.814257,11.172793,-24.776399,35.949192,-13.603606,0.00000010,0.00000000,0.00000010,0.00000000,0.00000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.01178868,0.00614935,0.00036347,0.00048212,0.00024665,0.00000000,0.00000000,0.00454708,0.00051245,0.00018174,0.00019285,0.00049330,0.09094167,0.00000000,0.00000000
