t,controller_id,state_code,wp_idx,x,y,dist,yaw_deg,yaw_to_wp_deg,yaw_ref_deg,yaw_err_deg,yaw_rate_deg_s,speed_ref,speed_meas,roll_deg,roll_rate_deg_s,roll_rms_window_deg,roll_rms_total_deg,pitch_deg,pitch_rate_deg_s,pitch_rms_window_deg,pitch_rms_total_deg,base_cmd,diff_cmd,T_left,T_right,J_inst,J_goal,J_wave_roll,J_progress,J_smooth,J_mpc_distance,J_mpc_final,J_mpc_heading,J_mpc_wrong_way,J_mpc_pitch,J_mpc_control,J_mpc_slew,J_mpc_turn,J_total,J_roll,J_pitch,J_roll_rate,J_pitch_rate,J_goal_heading,J_no_progress,J_control,I_roll,I_pitch,I_roll_rate,I_pitch_rate,I_control,I_no_progress,I_goal_heading
0.200,2,1,1,-532.017,189.988,50.017,54.562625,0.013967,0.013967,-54.548658,-0.630254,nan,0.000000,-1.359787,-3.251535,1.156055,0.000000,-0.739685,-2.707226,0.566108,0.000000,2.500000,-9.500000,12.000000,-7.000000,1024.48575412,0.000000,0.00000000,56.49345898,0.000000,420.59863346,388.32464526,156.99337894,0.00000301,1.86339152,0.14149485,0.02654347,0.04420463,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.531,2,1,1,-532.017,189.988,50.017,54.562625,0.013967,0.013967,-54.548658,-0.630254,nan,0.000000,-1.359787,-3.251535,1.156055,1.359787,-0.739685,-2.707226,0.566108,0.739685,2.500000,-21.500000,24.000000,-19.000000,982.12127901,0.000000,0.00000000,45.68080145,0.000000,420.21957576,387.84649868,126.29972338,0.00000072,1.86484413,0.14143024,0.02426077,0.04414387,0.52445708,0.00223497,0.00011022,0.00266235,0.00036912,0.23977655,0.27775468,0.00154919,0.00018625,0.00005511,0.00106494,0.00073824,0.03098371,0.13887734,0.29972069
0.600,2,1,1,-532.057,189.956,50.057,54.377093,0.049830,0.049830,-54.327263,0.300803,nan,0.004614,-2.057536,-1.174563,1.567174,1.504017,-1.290658,-1.475366,0.920503,0.860764,8.000000,-28.000000,36.000000,-20.000000,970.36655709,0.000000,0.00000000,45.40965523,0.000000,419.81786984,387.16810724,115.57765180,0.00000321,2.18975558,0.14153699,0.01790939,0.04406782,0.63387371,0.00330711,0.00018053,0.00273514,0.00039209,0.28960770,0.33551444,0.00213670,0.00027559,0.00009027,0.00109406,0.00078418,0.04273394,0.16775722,0.36200963
0.700,2,1,1,-532.066,189.949,50.066,54.330808,0.058231,0.058231,-54.272577,-1.045648,nan,0.057878,-2.156033,-1.346451,1.707362,1.655028,-1.344287,-1.375099,1.026144,0.976755,14.000000,-34.000000,48.000000,-20.000000,980.25831851,0.000000,0.00035330,68.17315193,0.000000,419.45358338,387.19635714,102.97389333,0.00000086,2.25970014,0.14239990,0.01407540,0.04480312,0.79208087,0.00500508,0.00029055,0.00287310,0.00042087,0.36133574,0.41866782,0.00348771,0.00041709,0.00014527,0.00114924,0.00084174,0.06975423,0.20933391,0.45166967
0.800,2,1,1,-532.073,189.942,50.074,54.284512,0.066407,0.066407,-54.218105,-0.171887,nan,0.081567,-2.220615,-1.131592,1.925969,1.761964,-1.361556,-1.661578,1.182463,1.050733,20.000000,-40.000000,60.000000,-20.000000,978.42172380,0.000000,0.00094585,74.68808168,0.000000,418.81339670,386.68701246,95.71496145,0.00000000,2.31330508,0.14518354,0.01276419,0.04607284,0.95082607,0.00680754,0.00040349,0.00297062,0.00046292,0.43296941,0.50172446,0.00548764,0.00056730,0.00020174,0.00118825,0.00092583,0.10975274,0.25086223,0.54121176
0.900,2,1,1,-532.080,189.935,50.080,54.238155,0.074341,0.074341,-54.163814,-0.773493,nan,0.093030,-2.250208,-0.916732,2.114698,1.839654,-1.341089,-0.272155,1.307835,1.096922,26.000000,-46.000000,72.000000,-20.000000,968.22036070,0.000000,0.00122430,75.04842943,0.000000,417.94525660,385.78690811,86.87892936,0.00000000,2.34866986,0.14901411,0.01374248,0.04818645,1.10998611,0.00865778,0.00051302,0.00303459,0.00046404,0.50443697,0.58460106,0.00827865,0.00072148,0.00025651,0.00121384,0.00092809,0.16557291,0.29230053,0.63054621
1.131,2,1,1,-532.080,189.935,50.080,54.238155,0.074341,0.074341,-54.163814,-0.773493,nan,0.093030,-2.250208,-0.916732,2.114698,1.949764,-1.341089,-0.272155,1.307835,1.162396,32.000000,-52.000000,84.000000,-20.000000,952.44596756,0.000000,0.00114272,68.59235577,0.000000,416.69921576,384.21848965,80.31936220,0.00000000,2.39422139,0.15400659,0.01627889,0.05089459,1.48060202,0.01294101,0.00076659,0.00318270,0.00046665,0.66988184,0.77645746,0.01690577,0.00107842,0.00038329,0.00127308,0.00093331,0.33811539,0.38822873,0.83735230
1.200,2,1,1,-532.097,189.915,50.097,54.100108,0.096801,0.096801,-54.003307,-0.200535,nan,0.073877,-2.146278,0.701873,2.183298,1.963887,-1.099949,0.401070,1.292692,1.158216,38.000000,-58.000000,96.000000,-20.000000,937.20493219,0.000000,0.00044530,60.67561802,0.000000,415.94950683,383.13611532,74.81463128,0.00000000,2.39614817,0.15984005,0.01668893,0.05593829,1.59054751,0.01409717,0.00081720,0.00320846,0.00046834,0.71867921,0.83307014,0.02020700,0.00117476,0.00040860,0.00128338,0.00093667,0.40413994,0.41653507,0.89834902
1.300,2,1,1,-532.100,189.911,50.100,53.974354,0.102308,0.102308,-53.872046,-2.005352,nan,0.066306,-2.044536,1.045648,2.180585,1.971353,-0.981147,1.274831,1.233904,1.143257,40.000000,-60.000000,100.000000,-20.000000,930.03571502,0.000000,0.00040990,57.74760896,0.000000,415.65862494,382.74876073,71.26878328,0.00000000,2.37186971,0.16249786,0.01721653,0.05994312,1.75018485,0.01562457,0.00087582,0.00329169,0.00049308,0.78937565,0.91511913,0.02540491,0.00130205,0.00043791,0.00131668,0.00098616,0.50809824,0.45755956,0.98671956
1.400,2,1,1,-532.102,189.908,50.103,53.764080,0.105152,0.105152,-53.658927,-2.506690,nan,0.050431,-1.901075,0.945380,2.133291,1.965594,-0.850883,0.730521,1.139568,1.121812,40.000000,-60.000000,100.000000,-20.000000,924.59306886,0.000000,0.00014512,53.93014631,0.000000,415.51845573,382.45351614,70.13419069,0.00000000,2.31650473,0.16254883,0.01736039,0.06020090,1.90840876,0.01694511,0.00091991,0.00335972,0.00050121,0.85951287,0.99656719,0.03060276,0.00141209,0.00045996,0.00134389,0.00100241,0.61205511,0.49828359,1.07439109
