t,controller_id,state_code,wp_idx,x,y,dist,yaw_deg,yaw_to_wp_deg,yaw_ref_deg,yaw_err_deg,yaw_rate_deg_s,speed_ref,speed_meas,roll_deg,roll_rate_deg_s,roll_rms_window_deg,roll_rms_total_deg,pitch_deg,pitch_rate_deg_s,pitch_rms_window_deg,pitch_rms_total_deg,base_cmd,diff_cmd,T_left,T_right,J_inst,J_goal,J_wave_roll,J_progress,J_smooth,J_mpc_distance,J_mpc_final,J_mpc_heading,J_mpc_wrong_way,J_mpc_pitch,J_mpc_control,J_mpc_slew,J_mpc_turn,J_total,J_roll,J_pitch,J_roll_rate,J_pitch_rate,J_goal_heading,J_no_progress,J_control,I_roll,I_pitch,I_roll_rate,I_pitch_rate,I_control,I_no_progress,I_goal_heading
0.500,3,1,1,-531.996,190.000,49.996,0.000,0.001,0.000,0.000,0.000,nan,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,71.999879,0.001773,8.000000,8.000000,nan,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00012807,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00012807,0.00000000,0.00000000,0.00000000,0.00000000,0.00064035,0.00000000,0.00000000
0.800,3,1,1,-531.996,190.000,49.996,0.000,0.001,0.000,0.000,0.000,nan,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,71.999879,0.002097,16.000000,16.000000,nan,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00166404,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00166404,0.00000000,0.00000000,0.00000000,0.00000000,0.00832021,0.00000000,0.00000000
0.900,3,1,1,-531.990,190.002,49.990,57.296,-0.002,9.549,-47.747,-1.332,nan,0.020803,0.237569,0.373339,0.137160,0.106235,0.829485,0.586244,0.478904,0.370927,58.630829,-55.942476,24.000000,8.000000,nan,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.04405003,0.00002407,0.00004191,0.00001061,0.00000523,0.04166421,0.00000000,0.00230399,0.00000172,0.00002096,0.00000425,0.00001047,0.01151995,0.00000000,0.06944035
1.000,3,1,1,-531.988,190.003,49.988,57.296,-0.003,9.549,-47.747,-0.000,nan,0.028025,0.292928,0.347552,0.188578,0.153959,0.907146,0.410758,0.614605,0.501779,56.904540,-58.016653,32.000000,0.000000,nan,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.08683285,0.00006065,0.00009204,0.00001981,0.00000780,0.08332474,0.00000000,0.00332780,0.00000433,0.00004602,0.00000792,0.00001561,0.01663899,0.00000000,0.13887456
1.100,3,1,1,-531.987,190.003,49.987,57.296,-0.003,9.549,-47.747,-0.344,nan,0.028393,0.334923,0.426472,0.225574,0.190640,0.941752,0.204482,0.692511,0.585256,56.342758,-59.798767,40.000000,-3.456009,nan,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.13023778,0.00010850,0.00014608,0.00003366,0.00000844,0.12500105,0.00000000,0.00494005,0.00000775,0.00007304,0.00001347,0.00001688,0.02470025,0.00000000,0.20833508
1.222,3,1,1,-531.987,190.003,49.987,57.296,-0.003,9.549,-47.747,-0.344,nan,0.028393,0.334923,0.426472,0.247182,0.218063,0.941752,0.204482,0.739905,0.650373,55.975523,-62.034883,48.000000,-6.059360,nan,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.18381248,0.00016658,0.00021169,0.00005048,0.00000921,0.17559250,0.00000000,0.00778202,0.00001190,0.00010584,0.00002019,0.00001843,0.03891009,0.00000000,0.29265416
1.300,3,1,1,-531.987,190.003,49.987,57.296,-0.003,9.549,-47.747,-0.344,nan,0.028393,0.334923,0.426472,0.261524,0.230634,0.941752,0.204482,0.771978,0.680793,55.758192,-63.481748,56.000000,-7.723556,nan,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.21914946,0.00020416,0.00025414,0.00006136,0.00000971,0.20832754,0.00000000,0.01029255,0.00001458,0.00012707,0.00002455,0.00001943,0.05146275,0.00000000,0.34721256
1.400,3,1,1,-531.987,190.003,49.987,57.296,-0.003,9.549,-47.747,-0.344,nan,0.028393,0.334923,0.426472,0.271785,0.243085,0.941752,0.204482,0.795185,0.711211,55.613056,-65.323445,64.000000,-9.710390,nan,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.26512422,0.00025200,0.00030817,0.00007521,0.00001035,0.24999567,0.00000000,0.01448282,0.00001800,0.00015408,0.00003009,0.00002070,0.07241408,0.00000000,0.41665945
1.500,3,1,1,-531.984,190.002,49.984,57.296,-0.003,9.550,-47.747,-0.587,nan,0.021226,0.465212,0.319096,0.299511,0.270908,1.003318,0.658848,0.820921,0.742525,55.509067,-67.121901,72.000000,-11.612833,nan,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.31227084,0.00034428,0.00036949,0.00008297,0.00001696,0.29165630,0.00000000,0.01980085,0.00002459,0.00018474,0.00003319,0.00003392,0.09900424,0.00000000,0.48609383
1.600,3,1,1,-531.984,190.003,49.984,57.266,-0.004,9.544,-47.722,-0.816,nan,0.022251,0.475359,0.067774,0.321454,0.293440,1.041183,0.226289,0.845533,0.771843,55.300040,-68.908352,80.000000,-13.608312,nan,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.36064983,0.00044066,0.00043554,0.00008332,0.00001774,0.33328575,0.00000000,0.02638683,0.00003148,0.00021777,0.00003333,0.00003548,0.13193413,0.00000000,0.55547625
1.700,3,1,1,-531.983,190.006,49.983,57.168,-0.007,9.525,-47.643,-1.862,nan,0.033656,0.482589,0.077131,0.339280,0.312086,1.042251,-0.161519,0.865266,0.795911,55.143055,-70.516361,88.000000,-15.373306,nan,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.41028055,0.00053998,0.00050172,0.00008377,0.00001814,0.37477013,0.00000000,0.03436682,0.00003857,0.00025086,0.00003351,0.00003628,0.17183412,0.00000000,0.62461688
1.820,3,1,1,-531.983,190.006,49.983,57.168,-0.007,9.525,-47.643,-1.862,nan,0.033656,0.482589,0.077131,0.353449,0.329845,1.042251,-0.161519,0.881374,0.819495,54.999121,-72.000000,96.000000,-17.000879,nan,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.47137690,0.00065859,0.00058076,0.00008431,0.00001861,0.42431615,0.00000000,0.04571848,0.00004704,0.00029038,0.00003372,0.00003723,0.22859240,0.00000000,0.70719359
1.900,3,1,1,-531.980,190.017,49.980,56.769,-0.019,9.449,-47.321,-3.151,nan,0.060630,0.485494,-0.106369,0.365305,0.340022,0.979570,-0.307223,0.889312,0.828880,54.968534,-72.000000,100.000000,-17.031466,nan,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.51277626,0.00073959,0.00062786,0.00008500,0.00001977,0.45729401,0.00000000,0.05401003,0.00005283,0.00031393,0.00003400,0.00003954,0.27005014,0.00000000,0.76215668
2.000,3,1,1,-531.978,190.026,49.978,56.471,-0.030,9.390,-47.081,-3.624,nan,0.111657,0.466218,-0.272750,0.373418,0.349247,0.958274,-0.144563,0.894414,0.837553,54.944733,-72.000000,100.000000,-17.055267,nan,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.56373054,0.00083228,0.00068380,0.00009067,0.00002009,0.49780353,0.00000000,0.06430017,0.00005945,0.00034190,0.00003627,0.00004018,0.32150083,0.00000000,0.82967256
2.100,3,1,1,-531.975,190.038,49.975,56.113,-0.044,9.320,-46.793,-4.784,nan,0.165518,0.434886,-0.340310,0.377827,0.354861,0.950083,-0.055260,0.898233,0.844591,54.961025,-72.000000,100.000000,-17.038975,nan,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.61421886,0.00091299,0.00073883,0.00009949,0.00002014,0.53785007,0.00000000,0.07459733,0.00006521,0.00036942,0.00003980,0.00004027,0.37298667,0.00000000,0.89641679
2.200,3,1,1,-531.971,190.053,49.971,55.703,-0.060,9.238,-46.465,-4.111,nan,0.218795,0.400221,-0.347253,0.379266,0.357530,0.942052,-0.122378,0.901034,0.850296,55.012983,-72.000000,100.000000,-16.987017,nan,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.66407643,0.00098127,0.00079287,0.00010867,0.00002036,0.57729210,0.00000000,0.08488115,0.00007009,0.00039644,0.00004347,0.00004073,0.42440574,0.00000000,0.96215349
