t,controller_id,state_code,wp_idx,x,y,dist,yaw_deg,yaw_to_wp_deg,yaw_ref_deg,yaw_err_deg,yaw_rate_deg_s,speed_ref,speed_meas,roll_deg,roll_rate_deg_s,roll_rms_window_deg,roll_rms_total_deg,pitch_deg,pitch_rate_deg_s,pitch_rms_window_deg,pitch_rms_total_deg,base_cmd,diff_cmd,T_left,T_right,J_inst,J_goal,J_wave_roll,J_progress,J_smooth,J_mpc_distance,J_mpc_final,J_mpc_heading,J_mpc_wrong_way,J_mpc_pitch,J_mpc_control,J_mpc_slew,J_mpc_turn,J_total,J_roll,J_pitch,J_roll_rate,J_pitch_rate,J_goal_heading,J_no_progress,J_control,I_roll,I_pitch,I_roll_rate,I_pitch_rate,I_control,I_no_progress,I_goal_heading
0.500,3,1,1,-531.997,189.995,49.997,56.863,0.006,9.483,-47.380,0.172,nan,0.000000,0.378150,0.346750,0.378150,0.378150,0.947562,-0.061306,0.947562,0.947562,58.733484,-55.972699,8.000000,2.760785,nan,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.04120918,0.00006096,0.00005468,0.00000915,0.00000006,0.04101274,0.00000000,0.00007159,0.00000435,0.00002734,0.00000366,0.00000011,0.00035796,0.00000000,0.06835457
0.736,3,1,1,-531.997,189.995,49.997,56.863,0.006,9.483,-47.380,0.172,nan,0.000000,0.378150,0.346750,0.378150,0.378150,0.947562,-0.061306,0.947562,0.947562,54.685126,-60.279485,16.000000,-5.239215,nan,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.13885975,0.00020466,0.00018358,0.00003073,0.00000019,0.13770104,0.00000000,0.00073954,0.00001462,0.00009179,0.00001229,0.00000038,0.00369772,0.00000000,0.22950173
0.800,3,1,1,-531.997,189.991,49.997,56.812,0.010,9.478,-47.335,-0.458,nan,0.012293,0.466036,0.555253,0.409546,0.393615,0.998117,0.694606,0.964708,0.955875,54.697039,-61.317082,24.000000,-6.620043,nan,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.16572482,0.00026426,0.00022263,0.00004584,0.00000492,0.16404883,0.00000000,0.00113834,0.00001888,0.00011132,0.00001833,0.00000984,0.00569169,0.00000000,0.27341472
0.900,3,1,1,-531.996,189.991,49.996,56.771,0.010,9.471,-47.300,-0.816,nan,0.013511,0.489842,0.132004,0.431025,0.414644,1.042292,0.422852,0.984677,0.973767,54.484312,-63.057230,32.000000,-8.572918,nan,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.20786401,0.00036654,0.00028879,0.00004716,0.00000764,0.20491861,0.00000000,0.00223528,0.00002618,0.00014439,0.00001886,0.00001528,0.01117641,0.00000000,0.34153101
1.000,3,1,1,-531.996,189.991,49.996,56.704,0.010,9.460,-47.244,0.673,nan,0.011132,0.488453,-0.104537,0.443106,0.427837,1.066158,0.113609,1.001504,0.989772,54.332552,-65.107237,40.000000,-10.774685,nan,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.25056100,0.00046832,0.00035806,0.00004799,0.00000784,0.24572683,0.00000000,0.00395196,0.00003345,0.00017903,0.00001920,0.00001568,0.01975978,0.00000000,0.40954471
1.100,3,1,1,-531.996,189.992,49.996,56.615,0.009,9.444,-47.171,-0.258,nan,0.013140,0.476493,-0.173737,0.448843,0.435132,1.063193,-0.174662,1.012047,1.000607,54.248171,-66.724182,48.000000,-12.476011,nan,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.29393232,0.00056531,0.00042705,0.00005030,0.00000830,0.28646554,0.00000000,0.00641583,0.00004038,0.00021352,0.00002012,0.00001661,0.03207914,0.00000000,0.47744256
1.540,3,1,1,-531.996,189.992,49.996,56.615,0.009,9.444,-47.171,-0.258,nan,0.013140,0.476493,-0.173737,0.452897,0.451536,1.063193,-0.174662,1.019510,1.025202,54.194726,-72.000000,56.000000,-17.805274,nan,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.48865861,0.00099102,0.00072982,0.00006040,0.00001035,0.46526968,0.00000000,0.02159733,0.00007079,0.00036491,0.00002416,0.00002069,0.10798667,0.00000000,0.77544947
1.600,3,1,1,-531.996,190.008,49.996,55.699,-0.009,9.276,-46.423,-2.693,nan,0.058516,0.360962,-0.618651,0.442451,0.447433,0.929788,-0.516899,1.008732,1.020632,54.349863,-72.000000,64.000000,-17.650137,nan,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.51508339,0.00102444,0.00076150,0.00007793,0.00001279,0.48895869,0.00000000,0.02424804,0.00007317,0.00038075,0.00003117,0.00002559,0.12124020,0.00000000,0.81493115
1.700,3,1,1,-531.996,190.014,49.996,55.429,-0.016,9.225,-46.204,-2.449,nan,0.082154,0.313189,-0.482735,0.430011,0.438568,0.884789,-0.493763,0.995722,1.010830,54.489461,-72.000000,72.000000,-17.510539,nan,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.55970222,0.00106627,0.00080919,0.00009568,0.00001651,0.52797597,0.00000000,0.02973860,0.00007616,0.00040460,0.00003827,0.00003302,0.14869302,0.00000000,0.87995994
1.821,3,1,1,-531.996,190.014,49.996,55.429,-0.016,9.225,-46.204,-2.449,nan,0.082154,0.313189,-0.482735,0.419795,0.429302,0.884789,-0.493763,0.985191,1.000697,54.588603,-72.000000,80.000000,-17.411397,nan,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.61526891,0.00111698,0.00086702,0.00011719,0.00002101,0.57528116,0.00000000,0.03786554,0.00007978,0.00043351,0.00004688,0.00004202,0.18932771,0.00000000,0.95880193
1.900,3,1,1,-531.994,190.031,49.994,54.770,-0.035,9.100,-45.670,-2.879,nan,0.099268,0.223414,-0.506889,0.405887,0.421000,0.784731,-0.559517,0.968683,0.990525,54.808171,-71.884471,88.000000,-17.076300,nan,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.65170340,0.00113376,0.00089658,0.00013261,0.00002477,0.60531854,0.00000000,0.04419715,0.00008098,0.00044829,0.00005305,0.00004953,0.22098573,0.00000000,1.00886424
2.000,3,1,1,-531.992,190.041,49.992,54.379,-0.047,9.025,-45.354,-3.882,nan,0.145517,0.164551,-0.729913,0.391500,0.409702,0.725801,-0.719920,0.950816,0.976085,55.004978,-71.521942,96.000000,-16.516964,nan,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.69887857,0.00114530,0.00092867,0.00017318,0.00003266,0.64291304,0.00000000,0.05368571,0.00008181,0.00046434,0.00006927,0.00006532,0.26842855,0.00000000,1.07152173
2.100,3,1,1,-531.990,190.054,49.990,53.945,-0.062,8.941,-45.004,-4.455,nan,0.188156,0.096661,-0.760769,0.377095,0.398160,0.656632,-0.776429,0.931491,0.960240,55.216459,-71.214218,100.000000,-15.997759,nan,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.74623470,0.00114929,0.00095494,0.00021726,0.00004184,0.67992988,0.00000000,0.06394149,0.00008209,0.00047747,0.00008690,0.00008368,0.31970746,0.00000000,1.13321647
2.200,3,1,1,-531.988,190.068,49.988,53.508,-0.078,8.855,-44.654,-4.412,nan,0.229189,0.035772,-0.602046,0.363504,0.387025,0.587938,-0.719599,0.911257,0.943406,55.431217,-71.013835,100.000000,-15.582618,nan,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.79301289,0.00114983,0.00097601,0.00024488,0.00004974,0.71640045,0.00000000,0.07419197,0.00008213,0.00048801,0.00009795,0.00009947,0.37095985,0.00000000,1.19400075
2.323,3,1,1,-531.988,190.068,49.988,53.508,-0.078,8.855,-44.654,-4.412,nan,0.229189,0.035772,-0.602046,0.351299,0.374538,0.587938,-0.719599,0.893350,0.924748,55.551491,-71.013835,100.000000,-15.462344,nan,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.85056926,0.00115051,0.00100195,0.00027887,0.00005945,0.76127781,0.00000000,0.08680068,0.00008218,0.00050097,0.00011155,0.00011889,0.43400338,0.00000000,1.26879635
2.400,3,1,1,-531.979,190.103,49.979,52.453,-0.118,8.647,-43.806,-5.286,nan,0.247964,-0.077221,-0.564331,0.340692,0.367584,0.458038,-0.550604,0.872529,0.911243,55.881039,-70.358574,100.000000,-14.477534,nan,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.88540058,0.00115246,0.00101177,0.00029751,0.00006300,0.78822970,0.00000000,0.09464614,0.00008232,0.00050588,0.00011900,0.00012599,0.47323071,0.00000000,1.31371617
2.500,3,1,1,-531.972,190.124,49.973,51.880,-0.142,8.532,-43.348,-5.873,nan,0.323356,-0.134084,-0.553590,0.332115,0.359916,0.408249,-0.455541,0.852249,0.893731,56.104821,-69.983955,100.000000,-13.879134,nan,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.92998481,0.00116013,0.00102192,0.00032085,0.00006616,0.82257601,0.00000000,0.10483974,0.00008287,0.00051096,0.00012834,0.00013231,0.52419869,0.00000000,1.37096002
2.600,3,1,1,-531.965,190.146,49.966,51.282,-0.168,8.412,-42.870,-6.073,nan,0.380607,-0.194195,-0.571575,0.325988,0.354073,0.359947,-0.485328,0.832571,0.876557,56.320490,-69.665453,100.000000,-13.344963,nan,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.97378328,0.00117620,0.00102981,0.00034572,0.00006974,0.85614916,0.00000000,0.11501265,0.00008401,0.00051491,0.00013829,0.00013948,0.57506326,0.00000000,1.42691526
2.700,3,1,1,-531.957,190.170,49.958,50.665,-0.195,8.287,-42.378,-6.417,nan,0.428778,-0.250369,-0.508496,0.322450,0.350202,0.306888,-0.532072,0.813418,0.859669,56.523950,-69.313442,100.000000,-12.789492,nan,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.01683967,0.00120294,0.00103555,0.00036542,0.00007406,0.88898245,0.00000000,0.12517925,0.00008592,0.00051778,0.00014617,0.00014811,0.62589627,0.00000000,1.48163741
2.800,3,1,1,-531.948,190.196,49.949,50.033,-0.224,8.159,-41.874,-4.899,nan,0.471593,-0.296368,-0.428253,0.321196,0.348125,0.249543,-0.584687,0.794783,0.843106,56.713749,-69.279203,100.000000,-12.565454,nan,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.05911440,0.00124041,0.00103935,0.00037939,0.00007926,0.92103659,0.00000000,0.13533941,0.00008860,0.00051967,0.00015175,0.00015853,0.67669705,0.00000000,1.53506098
2.922,3,1,1,-531.948,190.196,49.949,50.033,-0.224,8.159,-41.874,-4.899,nan,0.471593,-0.296368,-0.428253,0.320058,0.345811,0.249543,-0.584687,0.777538,0.824385,56.755534,-69.279203,100.000000,-12.523670,nan,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.11040583,0.00128587,0.00104395,0.00039634,0.00008558,0.95992846,0.00000000,0.14766564,0.00009185,0.00052198,0.00015853,0.00017116,0.73832819,0.00000000,1.59988076
3.000,3,1,1,-531.927,190.250,49.927,48.713,-0.287,7.889,-40.824,-7.821,nan,0.448781,-0.367107,-0.312994,0.322345,0.346474,0.145529,-0.428125,0.760294,0.812219,57.071045,-68.146227,100.000000,-11.075182,nan,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.14236778,0.00133106,0.00104497,0.00040220,0.00008778,0.98387735,0.00000000,0.15562443,0.00009508,0.00052248,0.00016088,0.00017555,0.77812214,0.00000000,1.63979559
